ID,Country,Section,Region,Chirality,FaciesZone
SP_Li_LI-8_85,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_86,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_87,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_89,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_9,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_90,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_91,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_92,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_94,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_95,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_96,Spain,Libros,Western,L,FZ8
SP_Li_LI-8_97,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_98,Spain,Libros,Western,R,FZ8
SP_Li_LI-8_99,Spain,Libros,Western,R,FZ8
SP_Bu_BU-I-26_1,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_10,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_100,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_101,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_102,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_103,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_105,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_106,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_107,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_108,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_109,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_11,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_110,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_111,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_113,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_114,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_115,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_116,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_117,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_118,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_119,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_12,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_121,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_122,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_123,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_124,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_125,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_126,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_127,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_128,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_129,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_13,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_130,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_131,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_132,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_133,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_134,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_135,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_136,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_137,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_138,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_139,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_14,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_140,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_141,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_142,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_143,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_144,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_145,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_146,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_147,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_148,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_149,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_15,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_150,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_151,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_152,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_153,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_154,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_155,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_156,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_157,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_158,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_159,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_16,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_160,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_161,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_162,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_163,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_164,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_165,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_166,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_167,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_168,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_169,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_17,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_170,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_171,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_172,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_173,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_174,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_175,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_176,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_177,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_178,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_179,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_18,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_180,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_181,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_182,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_183,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_184,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_185,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_186,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_187,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_188,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_189,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_19,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_190,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_191,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_192,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_193,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_194,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_195,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_196,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_197,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_198,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_199,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_2,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_20,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_200,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_201,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_202,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_203,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_204,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_205,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_206,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_207,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_208,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_209,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_21,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_210,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_211,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_212,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_213,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_214,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_215,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_216,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_217,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_218,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_219,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_22,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_220,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_221,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_222,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_223,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_224,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_225,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_226,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_227,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_228,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_229,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_23,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_230,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_231,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_232,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_233,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_234,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_235,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_236,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_237,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_238,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_239,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_24,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_240,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_241,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_242,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_243,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_244,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_245,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_246,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_247,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_248,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_249,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_25,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_250,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_251,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_252,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_253,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_254,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_256,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_257,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_258,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_259,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_26,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_260,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_261,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_262,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_263,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_264,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_265,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_266,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_267,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_268,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_269,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_27,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_271,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_272,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_273,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_274,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_275,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_276,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_277,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_278,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_279,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_28,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_280,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_281,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_282,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_283,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_284,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_285,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_286,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_287,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_288,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_289,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_29,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_290,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_291,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_292,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_293,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_294,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_295,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_296,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_297,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_298,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_299,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_3,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_30,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_31,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_32,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_33,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_34,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_35,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_37,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_38,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_39,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_4,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_40,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_41,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_42,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_43,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_44,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_45,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_46,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_47,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_48,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_49,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_5,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_50,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_51,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_52,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_53,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_54,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_55,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_56,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_57,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_58,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_6,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_60,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_61,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_63,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_64,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_65,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_66,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_67,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_68,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_69,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_7,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_70,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_71,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_72,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_74,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_75,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_77,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_78,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_79,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_8,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_80,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_81,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_83,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_84,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_85,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_86,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_87,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_88,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_89,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_9,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_90,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-I-26_91,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_93,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_94,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_95,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_96,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_98,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-I-26_99,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-pl_1,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-pl_2,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-pl_3,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-pl_4,Spain,Bugarra,Western,L,FZ8
SP_Bu_BU-pl_5,Spain,Bugarra,Western,R,FZ8
SP_Bu_BU-pl_6,Spain,Bugarra,Western,L,FZ8
